NumTrainingEpisode,AvgRewardsForAll,EpisodeReward,Alpha,Epsilon,Gamma,Lambda
440,492.2681818181818,529.0,0.2,0.05,0.8,-NA-
441,492.3424036281179,525.0,0.2,0.05,0.8,-NA-
442,492.42533936651586,529.0,0.2,0.05,0.8,-NA-
443,492.50338600451465,527.0,0.2,0.05,0.8,-NA-
444,492.5855855855856,529.0,0.2,0.05,0.8,-NA-
445,492.6674157303371,529.0,0.2,0.05,0.8,-NA-
446,492.74439461883406,527.0,0.2,0.05,0.8,-NA-
447,492.8165548098434,525.0,0.2,0.05,0.8,-NA-
448,492.89732142857144,529.0,0.2,0.05,0.8,-NA-
449,492.97772828507794,529.0,0.2,0.05,0.8,-NA-
