NumTrainingEpisode,AvgRewardsForAll,EpisodeReward,Alpha,Epsilon,Gamma,Lambda
312,485.03205128205127,529.0,0.2,0.05,0.8,-NA-
313,485.17252396166134,529.0,0.2,0.05,0.8,-NA-
314,485.30573248407643,527.0,0.2,0.05,0.8,-NA-
315,485.43809523809523,527.0,0.2,0.05,0.8,-NA-
316,485.56962025316454,527.0,0.2,0.05,0.8,-NA-
317,485.68769716088326,523.0,0.2,0.05,0.8,-NA-
318,485.82389937106916,529.0,0.2,0.05,0.8,-NA-
319,485.94984326018806,526.0,0.2,0.05,0.8,-NA-
320,486.084375,529.0,0.2,0.05,0.8,-NA-
321,486.2056074766355,525.0,0.2,0.05,0.8,-NA-
322,486.33850931677017,529.0,0.2,0.05,0.8,-NA-
323,486.4643962848297,527.0,0.2,0.05,0.8,-NA-
324,486.59567901234567,529.0,0.2,0.05,0.8,-NA-
325,486.72,527.0,0.2,0.05,0.8,-NA-
326,486.8312883435583,523.0,0.2,0.05,0.8,-NA-
327,486.9418960244648,523.0,0.2,0.05,0.8,-NA-
328,487.0579268292683,525.0,0.2,0.05,0.8,-NA-
329,487.1732522796353,525.0,0.2,0.05,0.8,-NA-
330,487.3,529.0,0.2,0.05,0.8,-NA-
331,487.41993957703926,527.0,0.2,0.05,0.8,-NA-
332,487.5331325301205,525.0,0.2,0.05,0.8,-NA-
333,487.65765765765764,529.0,0.2,0.05,0.8,-NA-
334,487.7694610778443,525.0,0.2,0.05,0.8,-NA-
335,487.89253731343285,529.0,0.2,0.05,0.8,-NA-
336,488.01488095238096,529.0,0.2,0.05,0.8,-NA-
337,488.1364985163205,529.0,0.2,0.05,0.8,-NA-
338,488.25147928994085,527.0,0.2,0.05,0.8,-NA-
339,488.3598820058997,525.0,0.2,0.05,0.8,-NA-
340,488.45882352941175,522.0,0.2,0.05,0.8,-NA-
341,488.574780058651,528.0,0.2,0.05,0.8,-NA-
342,488.687134502924,527.0,0.2,0.05,0.8,-NA-
343,485.8396501457726,-488.0,0.2,0.05,0.8,-NA-
344,485.9651162790698,529.0,0.2,0.05,0.8,-NA-
345,486.08985507246376,529.0,0.2,0.05,0.8,-NA-
346,486.2023121387283,525.0,0.2,0.05,0.8,-NA-
347,486.3256484149856,529.0,0.2,0.05,0.8,-NA-
348,486.44827586206895,529.0,0.2,0.05,0.8,-NA-
349,486.5644699140401,527.0,0.2,0.05,0.8,-NA-
350,483.77714285714285,-489.0,0.2,0.05,0.8,-NA-
351,483.9059829059829,529.0,0.2,0.05,0.8,-NA-
352,484.02840909090907,527.0,0.2,0.05,0.8,-NA-
353,484.1444759206799,525.0,0.2,0.05,0.8,-NA-
354,481.42090395480227,-480.0,0.2,0.05,0.8,-NA-
355,481.5549295774648,529.0,0.2,0.05,0.8,-NA-
356,481.688202247191,529.0,0.2,0.05,0.8,-NA-
357,481.8207282913165,529.0,0.2,0.05,0.8,-NA-
358,481.9413407821229,525.0,0.2,0.05,0.8,-NA-
