NumTrainingEpisode,AvgRewardsForAll,EpisodeReward,Alpha,Epsilon,Gamma,Lambda
238,487.98319327731093,529.0,0.2,0.05,0.8,0.5
239,488.1548117154812,529.0,0.2,0.05,0.8,0.5
240,488.30833333333334,525.0,0.2,0.05,0.8,0.5
241,488.46058091286307,525.0,0.2,0.05,0.8,0.5
242,488.62396694214874,528.0,0.2,0.05,0.8,0.5
243,488.7654320987654,523.0,0.2,0.05,0.8,0.5
244,488.9139344262295,525.0,0.2,0.05,0.8,0.5
245,489.0775510204082,529.0,0.2,0.05,0.8,0.5
246,489.2235772357724,525.0,0.2,0.05,0.8,0.5
247,489.37651821862346,527.0,0.2,0.05,0.8,0.5
248,489.5282258064516,527.0,0.2,0.05,0.8,0.5
249,489.6787148594378,527.0,0.2,0.05,0.8,0.5
250,489.836,529.0,0.2,0.05,0.8,0.5
251,489.9681274900398,523.0,0.2,0.05,0.8,0.5
252,490.11507936507934,527.0,0.2,0.05,0.8,0.5
253,490.2371541501976,521.0,0.2,0.05,0.8,0.5
254,490.3897637795276,529.0,0.2,0.05,0.8,0.5
255,490.54117647058825,529.0,0.2,0.05,0.8,0.5
256,490.66796875,523.0,0.2,0.05,0.8,0.5
257,490.8171206225681,529.0,0.2,0.05,0.8,0.5
258,490.9573643410853,527.0,0.2,0.05,0.8,0.5
259,491.0965250965251,527.0,0.2,0.05,0.8,0.5
260,491.2269230769231,525.0,0.2,0.05,0.8,0.5
261,491.37164750957857,529.0,0.2,0.05,0.8,0.5
262,491.50763358778624,527.0,0.2,0.05,0.8,0.5
263,491.63498098859316,525.0,0.2,0.05,0.8,0.5
264,491.7689393939394,527.0,0.2,0.05,0.8,0.5
265,491.90188679245284,527.0,0.2,0.05,0.8,0.5
266,492.04135338345867,529.0,0.2,0.05,0.8,0.5
267,492.1647940074906,525.0,0.2,0.05,0.8,0.5
268,492.2985074626866,528.0,0.2,0.05,0.8,0.5
269,492.42007434944236,525.0,0.2,0.05,0.8,0.5
270,492.55555555555554,529.0,0.2,0.05,0.8,0.5
271,492.67158671586714,524.0,0.2,0.05,0.8,0.5
272,492.7977941176471,527.0,0.2,0.05,0.8,0.5
273,492.9304029304029,529.0,0.2,0.05,0.8,0.5
274,493.05474452554745,527.0,0.2,0.05,0.8,0.5
275,493.1781818181818,527.0,0.2,0.05,0.8,0.5
276,493.29347826086956,525.0,0.2,0.05,0.8,0.5
277,493.42238267148014,529.0,0.2,0.05,0.8,0.5
278,493.5287769784173,523.0,0.2,0.05,0.8,0.5
279,493.6559139784946,529.0,0.2,0.05,0.8,0.5
280,493.775,527.0,0.2,0.05,0.8,0.5
281,493.8932384341637,527.0,0.2,0.05,0.8,0.5
282,494.0177304964539,529.0,0.2,0.05,0.8,0.5
283,494.12720848056534,525.0,0.2,0.05,0.8,0.5
284,494.24295774647885,527.0,0.2,0.05,0.8,0.5
285,494.3438596491228,523.0,0.2,0.05,0.8,0.5
286,494.45104895104896,525.0,0.2,0.05,0.8,0.5
287,494.54355400696863,521.0,0.2,0.05,0.8,0.5
288,494.66319444444446,529.0,0.2,0.05,0.8,0.5
289,494.7681660899654,525.0,0.2,0.05,0.8,0.5
290,494.8724137931035,525.0,0.2,0.05,0.8,0.5
291,494.9896907216495,529.0,0.2,0.05,0.8,0.5
292,495.10616438356163,529.0,0.2,0.05,0.8,0.5
293,495.22184300341297,529.0,0.2,0.05,0.8,0.5
294,495.33673469387753,529.0,0.2,0.05,0.8,0.5
295,495.44406779661017,527.0,0.2,0.05,0.8,0.5
296,495.5506756756757,527.0,0.2,0.05,0.8,0.5
297,495.65656565656565,527.0,0.2,0.05,0.8,0.5
298,495.76174496644296,527.0,0.2,0.05,0.8,0.5
299,495.87290969899664,529.0,0.2,0.05,0.8,0.5
300,495.98333333333335,529.0,0.2,0.05,0.8,0.5
301,496.09302325581393,529.0,0.2,0.05,0.8,0.5
302,496.1953642384106,527.0,0.2,0.05,0.8,0.5
303,496.3036303630363,529.0,0.2,0.05,0.8,0.5
304,496.39144736842104,523.0,0.2,0.05,0.8,0.5
305,496.472131147541,521.0,0.2,0.05,0.8,0.5
306,496.578431372549,529.0,0.2,0.05,0.8,0.5
307,496.6840390879479,529.0,0.2,0.05,0.8,0.5
308,496.788961038961,529.0,0.2,0.05,0.8,0.5
309,496.8802588996764,525.0,0.2,0.05,0.8,0.5
310,496.98387096774195,529.0,0.2,0.05,0.8,0.5
311,497.0868167202572,529.0,0.2,0.05,0.8,0.5
312,497.1826923076923,527.0,0.2,0.05,0.8,0.5
313,497.26837060702877,524.0,0.2,0.05,0.8,0.5
314,497.36942675159236,529.0,0.2,0.05,0.8,0.5
315,497.4634920634921,527.0,0.2,0.05,0.8,0.5
316,497.55696202531647,527.0,0.2,0.05,0.8,0.5
317,497.6498422712934,527.0,0.2,0.05,0.8,0.5
318,497.74213836477986,527.0,0.2,0.05,0.8,0.5
319,497.83385579937305,527.0,0.2,0.05,0.8,0.5
320,497.91875,525.0,0.2,0.05,0.8,0.5
321,497.9968847352025,523.0,0.2,0.05,0.8,0.5
322,498.0869565217391,527.0,0.2,0.05,0.8,0.5
323,498.1702786377709,525.0,0.2,0.05,0.8,0.5
324,498.24691358024694,523.0,0.2,0.05,0.8,0.5
325,498.34153846153845,529.0,0.2,0.05,0.8,0.5
326,498.4355828220859,529.0,0.2,0.05,0.8,0.5
327,498.5229357798165,527.0,0.2,0.05,0.8,0.5
328,498.609756097561,527.0,0.2,0.05,0.8,0.5
329,498.69604863221883,527.0,0.2,0.05,0.8,0.5
330,498.76969696969695,523.0,0.2,0.05,0.8,0.5
331,498.8549848942598,527.0,0.2,0.05,0.8,0.5
332,495.90060240963857,-482.0,0.2,0.05,0.8,0.5
333,495.99399399399397,527.0,0.2,0.05,0.8,0.5
334,496.08682634730536,527.0,0.2,0.05,0.8,0.5
335,496.17313432835823,525.0,0.2,0.05,0.8,0.5
336,496.2708333333333,529.0,0.2,0.05,0.8,0.5
337,496.3442136498516,521.0,0.2,0.05,0.8,0.5
338,496.4408284023669,529.0,0.2,0.05,0.8,0.5
339,496.53097345132744,527.0,0.2,0.05,0.8,0.5
340,496.6029411764706,521.0,0.2,0.05,0.8,0.5
341,496.69208211143695,527.0,0.2,0.05,0.8,0.5
342,496.7865497076023,529.0,0.2,0.05,0.8,0.5
343,496.8746355685131,527.0,0.2,0.05,0.8,0.5
344,496.9505813953488,523.0,0.2,0.05,0.8,0.5
345,497.0376811594203,527.0,0.2,0.05,0.8,0.5
346,497.1242774566474,527.0,0.2,0.05,0.8,0.5
347,497.20461095100865,525.0,0.2,0.05,0.8,0.5
348,497.2902298850575,527.0,0.2,0.05,0.8,0.5
349,497.3810888252149,529.0,0.2,0.05,0.8,0.5
350,497.4714285714286,529.0,0.2,0.05,0.8,0.5
351,497.54985754985756,525.0,0.2,0.05,0.8,0.5
352,497.63920454545456,529.0,0.2,0.05,0.8,0.5
353,497.728045325779,529.0,0.2,0.05,0.8,0.5
354,497.816384180791,529.0,0.2,0.05,0.8,0.5
355,497.89859154929576,527.0,0.2,0.05,0.8,0.5
356,497.97752808988764,526.0,0.2,0.05,0.8,0.5
357,498.05882352941177,527.0,0.2,0.05,0.8,0.5
358,498.13966480446925,527.0,0.2,0.05,0.8,0.5
359,498.2200557103064,527.0,0.2,0.05,0.8,0.5
360,498.30555555555554,529.0,0.2,0.05,0.8,0.5
361,498.39058171745154,529.0,0.2,0.05,0.8,0.5
362,498.47513812154693,529.0,0.2,0.05,0.8,0.5
363,498.55371900826447,527.0,0.2,0.05,0.8,0.5
364,498.6126373626374,520.0,0.2,0.05,0.8,0.5
365,495.9095890410959,-488.0,0.2,0.05,0.8,0.5
366,496.0,529.0,0.2,0.05,0.8,0.5
367,496.08446866485014,527.0,0.2,0.05,0.8,0.5
368,496.17391304347825,529.0,0.2,0.05,0.8,0.5
369,496.24661246612465,523.0,0.2,0.05,0.8,0.5
370,496.3135135135135,521.0,0.2,0.05,0.8,0.5
371,496.39622641509436,527.0,0.2,0.05,0.8,0.5
372,496.46774193548384,523.0,0.2,0.05,0.8,0.5
373,496.5495978552279,527.0,0.2,0.05,0.8,0.5
374,496.6363636363636,529.0,0.2,0.05,0.8,0.5
375,496.70666666666665,523.0,0.2,0.05,0.8,0.5
376,496.7925531914894,529.0,0.2,0.05,0.8,0.5
377,496.86737400530507,525.0,0.2,0.05,0.8,0.5
378,496.9470899470899,527.0,0.2,0.05,0.8,0.5
379,497.0263852242744,527.0,0.2,0.05,0.8,0.5
380,497.11052631578946,529.0,0.2,0.05,0.8,0.5
381,497.1942257217848,529.0,0.2,0.05,0.8,0.5
382,497.27225130890054,527.0,0.2,0.05,0.8,0.5
383,497.355091383812,529.0,0.2,0.05,0.8,0.5
384,497.4375,529.0,0.2,0.05,0.8,0.5
385,497.5116883116883,526.0,0.2,0.05,0.8,0.5
386,497.5777202072539,523.0,0.2,0.05,0.8,0.5
387,497.6589147286822,529.0,0.2,0.05,0.8,0.5
388,497.72938144329896,525.0,0.2,0.05,0.8,0.5
389,497.80976863753216,529.0,0.2,0.05,0.8,0.5
390,497.87948717948717,525.0,0.2,0.05,0.8,0.5
391,497.9539641943734,527.0,0.2,0.05,0.8,0.5
392,498.0280612244898,527.0,0.2,0.05,0.8,0.5
393,498.10178117048343,527.0,0.2,0.05,0.8,0.5
394,498.1802030456853,529.0,0.2,0.05,0.8,0.5
395,498.2481012658228,525.0,0.2,0.05,0.8,0.5
396,498.32575757575756,529.0,0.2,0.05,0.8,0.5
397,498.39294710327454,525.0,0.2,0.05,0.8,0.5
398,498.464824120603,527.0,0.2,0.05,0.8,0.5
